,year,county,office,district,candidate,vote_share,pro_gun_control,candidate_male,candidate_hispanic
108,2014,HOWARD,house,19,Neal Marchbanks,0.15246419,,1,0
109,2014,JONES,house,19,Neal Marchbanks,0.181465935,,1,0
110,2014,KENT,house,19,Neal Marchbanks,0.22,,1,0
111,2014,LAMB,house,19,Neal Marchbanks,0.147058824,,1,0
112,2014,LUBBOCK,house,19,Neal Marchbanks,0.242396834,,1,0
113,2014,LYNN,house,19,Neal Marchbanks,0.188811189,,1,0
114,2014,NOLAN,house,19,Neal Marchbanks,0.199272433,,1,0
115,2014,PARMER,house,19,Neal Marchbanks,0.097953216,,1,0
116,2014,SCURRY,house,19,Neal Marchbanks,0.111754069,,1,0
117,2014,SHACKELFORD,house,19,Neal Marchbanks,0.077821012,,1,0
118,2014,STEPHENS,house,19,Neal Marchbanks,0.075704225,,1,0
119,2014,STONEWALL,house,19,Neal Marchbanks,0.243093923,,1,0
120,2014,TAYLOR,house,19,Neal Marchbanks,0.182352941,,1,0
121,2014,TERRY,house,19,Neal Marchbanks,0.173260573,,1,0
122,2014,THROCKMORTON,house,19,Neal Marchbanks,0.112403101,,1,0
123,2014,YOAKUM,house,19,Neal Marchbanks,0.101725704,,1,0
124,2014,YOUNG,house,19,Neal Marchbanks,0.10769532,,1,0
125,2014,BRAZORIA,house,22,Frank Brisoce,0.341932842,0,1,0
126,2014,FORT BEND,house,22,Frank Brisoce,0.307093252,0,1,0
127,2014,HARRIS,house,22,Frank Brisoce,0.368986428,0,1,0
128,2014,BEXAR,house,23,Pete P. Gallego,0.413566172,0,1,0
129,2014,BREWSTER,house,23,Pete P. Gallego,0.598124349,0,1,0
130,2014,CRANE,house,23,Pete P. Gallego,0.258895706,0,1,0
131,2014,CROCKETT,house,23,Pete P. Gallego,0.407090465,0,1,0
132,2014,CULBERSON,house,23,Pete P. Gallego,0.638629283,0,1,0
133,2014,DIMMIT,house,23,Pete P. Gallego,0.745706371,0,1,0
134,2014,EDWARDS,house,23,Pete P. Gallego,0.383507853,0,1,0
135,2014,EL PASO,house,23,Pete P. Gallego,0.817802296,0,1,0
136,2014,FRIO,house,23,Pete P. Gallego,0.565752658,0,1,0
137,2014,HUDSPETH,house,23,Pete P. Gallego,0.523809524,0,1,0
138,2014,JEFF DAVIS,house,23,Pete P. Gallego,0.597073171,0,1,0
139,2014,KINNEY,house,23,Pete P. Gallego,0.479390681,0,1,0
140,2014,LASALLE,house,23,Pete P. Gallego,0.574555404,0,1,0
141,2014,LOVING,house,23,Pete P. Gallego,0.25,0,1,0
142,2014,MAVERICK,house,23,Pete P. Gallego,0.815242494,0,1,0
143,2014,MEDINA,house,23,Pete P. Gallego,0.288963421,0,1,0
144,2014,PECOS,house,23,Pete P. Gallego,0.582809917,0,1,0
145,2014,PRESIDIO,house,23,Pete P. Gallego,0.795740561,0,1,0
146,2014,REAGAN,house,23,Pete P. Gallego,0.313402062,0,1,0
147,2014,REEVES,house,23,Pete P. Gallego,0.671085336,0,1,0
148,2014,SCHLEICHER,house,23,Pete P. Gallego,0.377990431,0,1,0
149,2014,SUTTON,house,23,Pete P. Gallego,0.214774282,0,1,0
150,2014,TERRELL,house,23,Pete P. Gallego,0.585,0,1,0
151,2014,UPTON,house,23,Pete P. Gallego,0.406542056,0,1,0
152,2014,UVALDE,house,23,Pete P. Gallego,0.471701913,0,1,0
153,2014,VAL VERDE,house,23,Pete P. Gallego,0.618911175,0,1,0
154,2014,WARD,house,23,Pete P. Gallego,0.391012397,0,1,0
155,2014,WINKLER,house,23,Pete P. Gallego,0.270724029,0,1,0
156,2014,ZAVALA,house,23,Pete P. Gallego,0.808629088,0,1,0
157,2014,DALLAS,house,24,Patrick McGehearty,0.389682736,,1,0
158,2014,DENTON,house,24,Patrick McGehearty,0.350435949,,1,0
159,2014,TARRANT,house,24,Patrick McGehearty,0.273679185,,1,0
160,2014,BELL,house,25,Marco Montoya,0.66394148,,1,1
161,2014,BOSQUE,house,25,Marco Montoya,0.164134389,,1,1
162,2014,BURNET,house,25,Marco Montoya,0.189298958,,1,1
163,2014,CORYELL,house,25,Marco Montoya,0.230094872,,1,1
164,2014,ERATH,house,25,Marco Montoya,0.145753747,,1,1
165,2014,HAMILTON,house,25,Marco Montoya,0.167032004,,1,1
166,2014,HAYS,house,25,Marco Montoya,0.353846154,,1,1
167,2014,HILL,house,25,Marco Montoya,0.18573759,,1,1
168,2014,JOHNSON,house,25,Marco Montoya,0.172679683,,1,1
169,2014,LAMPASAS,house,25,Marco Montoya,0.167115298,,1,1
170,2014,SOMERVELL,house,25,Marco Montoya,0.142790698,,1,1
171,2014,TARRANT,house,25,Marco Montoya,0.229595222,,1,1
172,2014,TRAVIS,house,25,Marco Montoya,0.554806665,,1,1
173,2014,ARANSAS,house,27,Wesley Reed,0.242916379,,1,0
174,2014,BASTROP,house,"2,258","4,027",0.359268099,,,0
175,2014,CALDWELL,house,"1,549","2,947",0.34452847,,,0
176,2014,CALHOUN,house,"1,217","2,717",0.309354347,,,0
177,2014,GONZALES,house,615,"1,966",0.238279737,,,0
178,2014,JACKSON,house,445,"2,360",0.158645276,,,0
179,2014,LAVACA,house,706,"4,174",0.144672131,,,0
180,2014,MATAGORDA,house,"1,987","4,722",0.296169325,,,0
181,2014,NUECES,house,"24,810","30,390",0.449456522,,,0
182,2014,REFUGIO,house,745,"1,225",0.378172589,,,0
183,2014,SAN PATRICIO,house,"2,422","5,770",0.295654297,,,0
184,2014,VICTORIA,house,"4,155","12,420",0.250678733,,,0
185,2014,WHARTON,house,"1,837","6,242",0.227379626,,,0
186,2014,BELL,house,31,Mike Clark,0.352228051,1,1,0
187,2014,WILLIAMSON,house,31,Mike Clark,0.398998695,1,1,0
188,2014,DALLAS,house,30,Eddie Bernice Johnson,0.804178851,1,1,0
189,2014,BEE,house,34,Filemon B Vela,0.4700629,0,1,1
190,2014,CAMERON,house,34,Filemon B Vela,0.6700742,0,1,1
191,2014,DEWITT,house,34,Filemon B Vela,0.153906,0,1,1
192,2014,GOLIAD,house,34,Filemon B Vela,0.3369853,0,1,1
193,2014,GONZALES,house,34,Filemon B Vela,0.1969072,0,1,1
194,2014,HIDALGO,house,34,Filemon B Vela,0.7345034,0,1,1
195,2014,JIM WELLS,house,34,Filemon B Vela,0.5821336,0,1,1
196,2014,KENEDY,house,34,Filemon B Vela,0.5982906,0,1,1
197,2014,KLEBERG,house,34,Filemon B Vela,0.5512566,0,1,1
198,2014,SAN PATRICIO,house,34,Filemon B Vela,0.5758899,0,1,1
199,2014,WILLACY,house,34,Filemon B Vela,0.675808,0,1,1
200,2014,BEXAR,house,35,Lloyd Doggett,0.662780952,1,1,0
201,2014,CALDWELL,house,35,Lloyd Doggett,0.568002041,1,1,0
202,2014,COMAL,house,35,Lloyd Doggett,0.332895231,1,1,0
203,2014,GUADALUPE,house,35,Lloyd Doggett,0.307745386,1,1,0
204,2014,HAYS,house,35,Lloyd Doggett,0.568370665,1,1,0
205,2014,TRAVIS,house,35,Lloyd Doggett,0.822905342,1,1,0
206,2014,CHAMBERS,house,36,Michael K. Cole,0.158022592,0,1,0
207,2014,HARDIN,house,36,Michael K. Cole,0.120787013,0,1,0
208,2014,HARRIS,house,36,Michael K. Cole,0.275833018,0,1,0
209,2014,JASPER,house,36,Michael K. Cole,0.198226545,0,1,0
210,2014,LIBERTY,house,36,Michael K. Cole,0.196071959,0,1,0
211,2014,NEWTON,house,36,Michael K. Cole,0.25506937,0,1,0
212,2014,ORANGE,house,36,Michael K. Cole,0.215096582,0,1,0
213,2014,POLK,house,36,Michael K. Cole,0.193248193,0,1,0
214,2014,TYLER,house,36,Michael K. Cole,0.168466523,0,1,0
